$STARTTIME=45628.8611853472
Start time: 02/12/2024 20:40:06.414

C:\Users\norman\Documents\Business\AlphaX\CAN stuff\kona\turnonlog.csv

    Generated by PEAK-Converter Version 3.0.3.557
    Data imported from C:\Users\norman\Documents\Business\AlphaX\CAN stuff\kona\turnonlog.trc

-------------------------------------------------------------------------------
   Glossary:
     Rx: The frame was received
     Tx: The frame was transmitted
     DT: CAN or J1939 data frame
     FD: CAN FD data frame
     FB: CAN FD data frame with BRS bit set (Bit Rate Switch)
     FE: CAN FD data frame with ESI bit set (Error State Indicator)
     BI: CAN FD data frame with both BRS and ESI bits set
     RR: Remote Request Frame
     ST: Hardware Status change
     ER: Error Frame
     EV: Event. User-defined text, begins directly after 2-digit type indicator
     Reserved column: Destination address of a J1939 message, if any
-------------------------------------------------------------------------------

Number Time (ms) Bus Direction Type ID (hex) Reserved Length D0 D1 D2 D3 D4 D5 D6 D7 D... 
321 168.600 1 Rx DT 04F1 - 4 20 00 62 81
322 169.500 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 00
323 169.800 1 Rx DT 0329 - 8 0F 81 7E 8E 11 27 00 10
324 171.700 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
325 171.900 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
326 172.200 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
327 172.400 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
328 173.600 1 Rx DT 0130 - 8 A6 7F 6D 80 00 00 0E DB
329 173.800 1 Rx DT 0140 - 8 49 81 00 64 20 00 0D 9C
330 173.900 1 Rx DT 0162 - 3 EC 01 00
331 176.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF A0 4E
332 176.500 1 Rx DT 0164 - 4 00 08 1A 12
333 176.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D2 0F CE
334 177.000 1 Rx DT 0251 - 8 55 03 C7 FD 00 7B E7 7C
335 177.200 1 Rx DT 02B0 - 5 48 FF 00 07 C7
336 179.500 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 1F
337 179.700 1 Rx DT 0329 - 8 0F 81 7E 8E 11 27 00 10
338 181.700 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
339 182.000 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
340 182.300 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
341 182.500 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
342 182.700 1 Rx DT 0453 - 5 00 80 80 00 00
343 183.000 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 04
344 183.200 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 CC
345 183.400 1 Rx DT 0500 - 1 31
346 183.700 1 Rx DT 0130 - 8 A0 7F 6A 80 00 00 0F 1E
347 183.900 1 Rx DT 0140 - 8 46 81 00 64 20 00 0E E7
348 184.100 1 Rx DT 0162 - 3 EC 01 00
349 184.600 1 Rx DT 0386 - 8 00 C0 00 C0 00 40 00 80
350 184.800 1 Rx DT 0387 - 8 02 14 00 00 00 16 00 00
351 186.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF B0 5E
352 186.500 1 Rx DT 0164 - 4 00 08 1C 14
353 186.700 1 Rx DT 0220 - 8 F7 03 80 0C 00 D3 0F D1
354 187.000 1 Rx DT 0251 - 8 55 03 C8 EE 00 7B D7 7C
355 187.200 1 Rx DT 02B0 - 5 48 FF 00 07 38
356 187.400 1 Rx DT 0381 - 8 80 D8 3B 00 00 E4 78 01
357 187.600 1 Rx DT 0507 - 4 00 00 00 00
358 188.000 1 Rx DT 0586 - 3 00 00 00
359 188.700 1 Rx DT 04F1 - 4 00 00 62 91
360 189.600 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 2E
361 189.900 1 Rx DT 0329 - 8 0F 81 7E 8E 11 27 00 10
362 191.700 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
363 191.900 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
364 192.200 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
365 192.500 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
366 193.600 1 Rx DT 0130 - 8 A0 7F 68 80 00 00 00 71
367 193.800 1 Rx DT 0140 - 8 45 81 00 64 20 00 0F 1D
368 194.000 1 Rx DT 0162 - 3 EC 01 00
369 196.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF C0 6E
370 196.500 1 Rx DT 0164 - 4 00 08 00 08
371 196.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D0 0F EC
372 197.000 1 Rx DT 0251 - 8 54 03 C9 DD 00 7A C7 7C
373 197.200 1 Rx DT 02B0 - 5 48 FF 00 07 29
374 199.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 3D
375 200.000 1 Rx DT 0329 - 8 0F 81 7E 8E 11 27 00 10
376 200.200 1 Rx DT 0593 - 6 00 00 FF FF FF FF
377 201.700 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
378 202.000 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
379 202.200 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
380 202.500 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
381 202.700 1 Rx DT 0436 - 4 00 00 00 00
382 202.900 1 Rx DT 0453 - 5 00 80 80 00 00
383 203.100 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 08
384 203.400 1 Rx DT 0520 - 8 00 00 00 00 00 00 00 00
385 203.600 1 Rx DT 0130 - 8 B1 7F 67 80 00 00 01 F4
386 203.900 1 Rx DT 0140 - 8 44 81 00 64 20 00 00 FB
387 204.100 1 Rx DT 0541 - 8 03 41 01 80 C0 01 00 1C
388 204.300 1 Rx DT 0162 - 3 EC 01 00
389 204.600 1 Rx DT 0568 - 8 00 04 00 00 00 00 40 00
390 204.900 1 Rx DT 0386 - 8 00 00 00 00 00 40 00 80
391 205.100 1 Rx DT 0387 - 8 02 14 00 00 00 17 01 00
392 206.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF D0 7E
393 206.500 1 Rx DT 0164 - 4 00 08 02 0A
394 206.800 1 Rx DT 0220 - 8 F7 03 80 10 00 D0 0F F0
395 207.000 1 Rx DT 0251 - 8 53 03 CA ED 00 7A D7 7C
396 207.200 1 Rx DT 02B0 - 5 48 FF 00 07 1A
397 207.400 1 Rx DT 0381 - 8 80 D0 3B 00 00 E5 71 01
398 208.800 1 Rx DT 04F1 - 4 00 00 62 A1
399 209.500 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 00
400 209.800 1 Rx DT 0329 - 8 0F 81 7E 8E 11 27 00 10
401 211.400 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
402 211.700 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
403 212.000 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
404 212.200 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
405 212.500 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
406 213.600 1 Rx DT 0495 - 8 00 00 05 1A 80 05 00 00
407 213.800 1 Rx DT 0130 - 8 B1 7F 66 80 00 00 02 B9
408 214.000 1 Rx DT 0140 - 8 44 81 00 64 20 00 01 E6
409 214.200 1 Rx DT 0162 - 3 EC 01 00
410 216.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF E0 8E
411 216.500 1 Rx DT 0164 - 4 00 08 04 0C
412 216.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D8 0F 04
413 217.000 1 Rx DT 0251 - 8 53 03 CB EE 00 7A D7 7C
414 217.200 1 Rx DT 02B0 - 5 48 FF 00 07 0B
415 218.800 1 Rx DT 050C - 8 10 48 00 E8 08 10 00 80
416 219.500 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 1F
417 219.800 1 Rx DT 0329 - 8 0F 81 7E 8E 11 27 00 10
418 221.700 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
419 222.000 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
420 222.300 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
421 222.500 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
422 222.700 1 Rx DT 0453 - 5 00 80 80 00 00
423 223.000 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 4C
424 223.600 1 Rx DT 0130 - 8 AA 7F 66 80 00 00 03 28
425 223.800 1 Rx DT 0140 - 8 44 81 00 64 20 00 02 C1
426 223.900 1 Rx DT 0162 - 3 EC 01 00
427 224.700 1 Rx DT 0386 - 8 00 40 00 00 00 40 00 80
428 224.900 1 Rx DT 0387 - 8 02 14 00 00 00 18 02 00
429 226.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 00 AE
430 226.500 1 Rx DT 0164 - 4 00 08 06 0E
431 226.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D8 0F 14
432 227.000 1 Rx DT 0251 - 8 53 03 CC EE 00 79 D7 7C
433 227.200 1 Rx DT 02B0 - 5 48 FF 00 07 7C
434 227.400 1 Rx DT 0381 - 8 80 C8 3B 00 00 E6 6A 01
435 228.800 1 Rx DT 04F1 - 4 20 00 62 B1
436 229.600 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 2E
437 229.900 1 Rx DT 0329 - 8 4B 81 7E 8E 11 27 00 10
438 231.600 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 80
439 231.800 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
440 232.100 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
441 232.400 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
442 232.600 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
443 233.600 1 Rx DT 0130 - 8 A5 7F 6B 80 00 00 04 8F
444 233.800 1 Rx DT 0140 - 8 4B 81 00 64 20 00 03 80
445 234.000 1 Rx DT 0162 - 3 EC 01 00
446 236.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 10 BE
447 236.500 1 Rx DT 0164 - 4 00 08 08 00
448 236.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D5 0F 23
449 237.000 1 Rx DT 0251 - 8 53 03 CD DF 00 79 C7 7C
450 237.200 1 Rx DT 02B0 - 5 48 FF 00 07 6D
451 239.600 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 3D
452 239.900 1 Rx DT 0329 - 8 4B 81 7E 8E 11 27 00 10
453 241.700 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
454 241.900 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
455 242.200 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
456 242.500 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
457 242.700 1 Rx DT 0453 - 5 00 80 80 00 00
458 243.000 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 10
459 243.600 1 Rx DT 0130 - 8 A3 7F 6D 80 00 00 05 20
460 243.800 1 Rx DT 0140 - 8 4E 81 00 65 20 00 04 7A
461 244.000 1 Rx DT 0162 - 3 EC 01 00
462 244.700 1 Rx DT 0386 - 8 00 80 00 00 00 40 00 80
463 245.000 1 Rx DT 0387 - 8 02 14 00 00 00 19 03 00
464 246.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 20 CE
465 246.600 1 Rx DT 0164 - 4 00 08 0A 02
466 246.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D2 0F 3E
467 247.000 1 Rx DT 0251 - 8 53 03 CE F1 00 7A D7 7C
468 247.200 1 Rx DT 02B0 - 5 48 FF 00 07 5E
469 247.400 1 Rx DT 0381 - 8 80 D0 3B 00 00 E7 73 01
470 248.800 1 Rx DT 04F1 - 4 00 00 62 C1
471 249.500 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 00
472 249.800 1 Rx DT 0329 - 8 4B 81 7E 8E 11 27 00 10
473 251.700 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
474 251.900 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
475 252.200 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
476 252.400 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
477 252.600 1 Rx DT 0436 - 4 00 00 00 00
478 253.600 1 Rx DT 0130 - 8 A9 7F 6B 80 00 00 06 0E
479 253.800 1 Rx DT 0140 - 8 4B 81 00 64 20 00 05 CE
480 254.000 1 Rx DT 0162 - 3 EC 01 00
481 256.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 30 DE
482 256.500 1 Rx DT 0164 - 4 00 08 0C 04
483 256.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D1 0F 4F
484 257.000 1 Rx DT 0251 - 8 53 03 CF F2 00 7A D7 7C
485 257.200 1 Rx DT 02B0 - 5 48 FF 00 07 4F
486 259.500 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 1F
487 259.700 1 Rx DT 0329 - 8 4B 81 7E 8E 11 27 00 10
488 261.400 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
489 261.800 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
490 262.100 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
491 262.300 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
492 262.600 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
493 262.800 1 Rx DT 0453 - 5 00 80 80 00 00
494 263.100 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 14
495 263.600 1 Rx DT 0130 - 8 BC 7F 68 80 00 00 07 20
496 263.800 1 Rx DT 0140 - 8 47 81 00 65 20 00 06 CF
497 264.200 1 Rx DT 0162 - 3 EC 01 00
498 264.700 1 Rx DT 0386 - 8 00 C0 00 00 00 40 00 80
499 265.000 1 Rx DT 0387 - 8 02 14 00 00 00 1A 04 00
500 266.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 40 EE
501 266.500 1 Rx DT 0164 - 4 00 08 0E 06
502 266.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D4 0F 50
503 267.000 1 Rx DT 0251 - 8 54 03 D0 E4 00 7A C7 7C
504 267.200 1 Rx DT 02B0 - 5 47 FF 00 07 40
505 267.400 1 Rx DT 0381 - 8 80 D0 3B 00 00 E8 74 01
506 268.900 1 Rx DT 04F1 - 4 20 00 62 D1
507 269.600 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 2E
508 269.800 1 Rx DT 0329 - 8 4B 81 7E 8E 11 27 00 10
509 271.700 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
510 271.900 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
511 272.200 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
512 272.500 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
513 273.600 1 Rx DT 0130 - 8 AA 7F 67 80 00 00 08 8D
514 273.800 1 Rx DT 0140 - 8 46 81 00 65 20 00 07 8F
515 274.000 1 Rx DT 0162 - 3 EC 01 00
516 276.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 50 FE
517 276.500 1 Rx DT 0164 - 4 00 08 10 18
518 276.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 DE 0F 6A
519 277.000 1 Rx DT 0251 - 8 54 03 D1 F6 00 7B D7 7C
520 277.200 1 Rx DT 02B0 - 5 48 FF 00 07 A1
521 279.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 3D
522 280.000 1 Rx DT 0329 - 8 4B 81 7E 8E 11 27 00 10
523 281.800 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
524 282.100 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
525 282.400 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
526 282.700 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
527 282.900 1 Rx DT 0453 - 5 00 80 80 00 00
528 283.200 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 18
529 283.400 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 44
530 283.500 1 Rx DT 0500 - 1 31
531 283.800 1 Rx DT 0130 - 8 A3 7F 66 80 00 00 09 75
532 284.000 1 Rx DT 0140 - 8 48 81 00 64 20 00 08 A8
533 284.200 1 Rx DT 0162 - 3 EC 01 00
534 284.700 1 Rx DT 0386 - 8 00 00 00 40 00 40 00 80
535 285.000 1 Rx DT 0387 - 8 02 14 00 00 00 1B 05 00
536 286.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 60 0E
537 286.500 1 Rx DT 0164 - 4 00 08 12 1A
538 286.700 1 Rx DT 0220 - 8 F7 03 80 0C 00 D5 0F 73
539 287.000 1 Rx DT 0251 - 8 56 03 D2 0A 00 7C E7 7C
540 287.200 1 Rx DT 02B0 - 5 48 FF 00 07 92
541 287.400 1 Rx DT 0381 - 8 80 E0 3B 00 00 E9 85 01
542 287.600 1 Rx DT 0507 - 4 00 00 00 00
543 289.000 1 Rx DT 04F1 - 4 20 00 62 E1
544 289.200 1 Rx DT 052A - 8 00 02 00 80 04 00 00 00
545 289.500 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 00
546 289.800 1 Rx DT 0329 - 8 80 81 7E 8E 11 27 00 10
547 290.000 1 Rx DT 0586 - 3 00 00 00
548 291.700 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
549 292.000 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
550 292.200 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
551 292.500 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
552 293.600 1 Rx DT 0130 - 8 9C 7F 66 80 00 00 0A D8
553 293.800 1 Rx DT 0140 - 8 48 81 00 64 20 00 09 B5
554 294.000 1 Rx DT 0162 - 3 EC 01 00
555 296.300 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 70 1E
556 296.500 1 Rx DT 0164 - 4 00 08 14 1C
557 296.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D1 0F 8F
558 297.000 1 Rx DT 0251 - 8 56 03 D3 0B 00 7C E7 7C
559 297.200 1 Rx DT 02B0 - 5 47 FF 00 07 73
560 299.500 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 1F
561 299.800 1 Rx DT 0329 - 8 80 81 7E 8E 11 27 00 10
562 301.800 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
563 302.000 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
564 302.300 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
565 302.500 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
566 302.800 1 Rx DT 0410 - 8 90 12 60 00 80 03 00 00
567 303.000 1 Rx DT 0436 - 4 00 00 00 00
568 303.200 1 Rx DT 0453 - 5 00 80 80 00 00
569 303.500 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 5C
570 303.700 1 Rx DT 0130 - 8 A0 7F 66 80 00 00 0B A8
571 303.900 1 Rx DT 0140 - 8 48 81 00 64 20 00 0A 92
572 304.200 1 Rx DT 050E - 8 01 00 00 00 00 00 00 00
573 304.400 1 Rx DT 0162 - 3 EC 01 00
574 304.600 1 Rx DT 0386 - 8 00 40 00 40 00 40 00 80
575 304.900 1 Rx DT 0387 - 8 02 14 00 00 00 1C 06 00
576 305.200 1 Rx DT 0520 - 8 00 00 00 00 00 00 00 00
577 305.400 1 Rx DT 0541 - 8 03 41 01 80 C0 01 00 1C
578 305.700 1 Rx DT 0553 - 8 00 01 91 06 01 01 80 00
579 306.000 1 Rx DT 0559 - 8 00 00 00 00 00 40 00 00
580 306.200 1 Rx DT 0568 - 8 00 04 00 00 00 00 40 00
581 306.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 80 2E
582 306.600 1 Rx DT 0164 - 4 00 08 16 1E
583 306.900 1 Rx DT 0220 - 8 F7 03 80 0C 00 CE 0F 9A
584 307.100 1 Rx DT 0251 - 8 57 03 D4 1E 00 7D F7 7C
585 307.300 1 Rx DT 02B0 - 5 47 FF 00 07 04
586 307.600 1 Rx DT 0381 - 8 80 E8 3B 00 00 EA 8E 01
587 307.800 1 Rx DT 0572 - 8 00 00 00 00 00 00 00 00
588 309.000 1 Rx DT 04F1 - 4 00 00 62 F1
589 309.200 1 Rx DT 05B0 - 4 41 48 09 00
590 309.600 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 2E
591 309.900 1 Rx DT 0329 - 8 80 81 7E 8E 11 27 00 10
592 311.400 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
593 311.800 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
594 312.000 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
595 312.300 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
596 312.600 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
597 313.600 1 Rx DT 0495 - 8 00 00 05 1A 80 05 00 00
598 313.800 1 Rx DT 0130 - 8 9D 7F 66 80 00 00 0C CB
599 314.100 1 Rx DT 0140 - 8 48 81 00 64 20 00 0B 8F
600 314.200 1 Rx DT 0162 - 3 EC 01 00
601 316.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 90 3E
602 316.500 1 Rx DT 0164 - 4 00 08 18 10
603 316.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D0 0F AC
604 317.000 1 Rx DT 0251 - 8 57 03 D5 0F 00 7D E7 7C
605 317.200 1 Rx DT 02B0 - 5 48 FF 00 07 E5
606 319.100 1 Rx DT 050C - 8 10 48 00 E8 08 10 00 90
607 319.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 3D
608 320.000 1 Rx DT 0329 - 8 80 81 7E 8E 11 27 00 10
609 321.800 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
610 322.000 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
611 322.200 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
612 322.500 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
613 322.700 1 Rx DT 0453 - 5 00 80 80 00 00
614 323.000 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 20
615 323.600 1 Rx DT 0130 - 8 9D 7F 65 80 00 00 0D 68
616 323.800 1 Rx DT 0140 - 8 48 81 00 64 20 00 0C DC
617 324.000 1 Rx DT 0162 - 3 EC 01 00
618 324.600 1 Rx DT 0386 - 8 00 80 00 40 00 40 00 80
619 324.900 1 Rx DT 0387 - 8 02 14 00 00 00 1D 07 00
620 326.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF A0 4E
621 326.600 1 Rx DT 0164 - 4 00 08 1A 12
622 326.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 CE 0F BA
623 327.000 1 Rx DT 0251 - 8 58 03 D6 22 00 7E F7 7C
624 327.200 1 Rx DT 02B0 - 5 48 FF 00 07 D6
625 327.500 1 Rx DT 0381 - 8 80 F0 3B 00 00 EB 97 01
626 329.100 1 Rx DT 04F1 - 4 00 00 62 01
627 329.500 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 00
628 329.800 1 Rx DT 0329 - 8 80 81 7E 8E 11 27 00 10
629 331.600 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 08
630 331.800 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
631 332.100 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
632 332.400 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
633 332.600 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
634 333.600 1 Rx DT 0130 - 8 A2 7F 65 80 00 00 0E C5
635 333.900 1 Rx DT 0140 - 8 49 81 00 65 20 00 0D 01
636 334.000 1 Rx DT 0162 - 3 EC 01 00
637 336.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF B0 5E
638 336.500 1 Rx DT 0164 - 4 00 08 1C 14
639 336.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 CE 0F CA
640 337.000 1 Rx DT 0251 - 8 5A 03 D7 37 00 7F 07 7D
641 337.200 1 Rx DT 02B0 - 5 47 FF 00 07 37
642 339.500 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 1F
643 339.800 1 Rx DT 0329 - 8 80 81 7E 8E 11 27 00 10
644 341.800 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
645 342.000 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
646 342.300 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
647 342.600 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
648 342.800 1 Rx DT 0453 - 5 00 80 80 00 00
649 343.000 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 24
650 343.600 1 Rx DT 0130 - 8 A0 7F 65 80 00 00 0F 62
651 343.900 1 Rx DT 0140 - 8 52 81 00 64 20 00 0E 37
652 344.000 1 Rx DT 0162 - 3 EC 01 00
653 344.700 1 Rx DT 0386 - 8 00 C0 00 40 00 40 00 80
654 345.000 1 Rx DT 0387 - 8 02 14 00 00 00 1E 08 00
655 346.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF C0 6E
656 346.600 1 Rx DT 0164 - 4 00 08 00 08
657 346.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D1 0F DF
658 347.000 1 Rx DT 0251 - 8 5C 03 D8 4C 00 81 17 7D
659 347.200 1 Rx DT 02B0 - 5 47 FF 00 07 C8
660 347.500 1 Rx DT 0381 - 8 80 08 3C 00 00 EC B1 01
661 349.100 1 Rx DT 04F1 - 4 20 00 62 11
662 349.600 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 2E
663 349.800 1 Rx DT 0329 - 8 E3 81 7E 8E 11 27 00 10
664 351.800 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
665 352.000 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
666 352.300 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
667 352.600 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
668 352.800 1 Rx DT 0436 - 4 00 00 00 00
669 353.600 1 Rx DT 0130 - 8 A2 7F 65 80 00 00 00 63
670 353.800 1 Rx DT 0140 - 8 4D 81 00 64 20 00 0F CF
671 354.000 1 Rx DT 0162 - 3 EC 01 00
672 356.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF D0 7E
673 356.600 1 Rx DT 0164 - 4 00 08 02 0A
674 356.800 1 Rx DT 0220 - 8 F7 03 80 0C 00 D0 0F EC
675 357.000 1 Rx DT 0251 - 8 61 03 D9 86 00 85 47 7D
676 357.200 1 Rx DT 02B0 - 5 48 FF 00 07 29
677 359.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 3D
678 360.000 1 Rx DT 0329 - 8 E3 81 7E 8E 11 27 00 10
679 361.400 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
680 361.800 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
681 362.100 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
682 362.300 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
683 362.600 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
684 362.800 1 Rx DT 0453 - 5 00 80 80 00 00
685 363.100 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 28
686 363.500 1 Rx DT 0386 - 8 00 00 00 80 00 40 00 80
687 363.800 1 Rx DT 0130 - 8 A6 7F 65 80 00 00 01 17
688 364.000 1 Rx DT 0140 - 8 4A 81 00 65 20 00 00 67
689 364.300 1 Rx DT 0162 - 3 EC 01 00
690 364.900 1 Rx DT 0387 - 8 02 14 00 00 00 1F 09 00
691 366.400 1 Rx DT 0153 - 8 20 80 10 FF 00 FF E0 8E
692 366.600 1 Rx DT 0164 - 4 00 08 04 0C
